img,age,readable
2014_02001aug1_t02a.jpg,13.0,2
2014_02001aug1_t02b.jpg,13.0,2
2014_02007aug1_t02b.jpg,10.0,2
2014_02007aug1_t03a.jpg,6.0,2
2014_02007aug1_t03b.jpg,6.0,2
2014_02007aug2_t01a.jpg,8.0,2
2014_02007aug2_t01b.jpg,8.0,2
2014_02007aug2_t02a.jpg,12.0,2
2014_02007aug2_t02b.jpg,12.0,2
2014_02007aug2_t03a.jpg,10.0,2
2014_02007aug2_t03b.jpg,10.0,2
2014_02007aug2_t04a.jpg,7.0,2
2014_02007aug2_t04b.jpg,7.0,2
2014_71050apr1_01ta.jpg,14.0,2
2014_71050apr1_01tb.jpg,14.0,2
2014_71050apr1_02ta.jpg,14.0,2
2014_71050apr1_02tb.jpg,14.0,2
2014_71050apr1_03tb.jpg,17.0,2
2014_71050apr1_04ta.jpg,13.0,2
2014_71050apr1_04tb.jpg,13.0,2
2014_71050apr1_07ta.jpg,14.0,2
2014_71050apr1_07tb.jpg,14.0,2
2014_71050apr2_01tb.jpg,12.0,2
2014_71050apr2_02ta.jpg,16.0,2
2014_71050apr2_02tb.jpg,16.0,2
2014_71050apr2_03ta.jpg,15.0,2
2014_71050apr2_03tb.jpg,15.0,2
2014_71050apr2_04ta.jpg,10.0,2
2014_71050apr2_04tb.jpg,10.0,2
2014_71050apr2_05ta.jpg,16.0,2
2014_71050apr2_05tb.jpg,16.0,2
2014_71050apr2_06ta.jpg,16.0,2
2014_71050apr2_06tb.jpg,16.0,2
2014_71050apr2_07ta.jpg,13.0,2
2014_71050apr2_07tb.jpg,13.0,2
2014_71060apr1_01ta.jpg,14.0,2
2014_71060apr1_01tb.jpg,14.0,2
2014_71060apr1_02ta.jpg,15.0,2
2014_71060apr1_02tb.jpg,15.0,2
2014_71060apr1_05ta.jpg,15.0,2
2014_71060apr1_05tb.jpg,15.0,2
2014_71060apr1_06ta.jpg,11.0,2
2014_71060apr1_06tb.jpg,11.0,2
2014_71060apr2_01ta.jpg,13.0,2
2014_71060apr2_01tb.jpg,13.0,2
2014_71060apr2_02ta.jpg,12.0,2
2014_71060apr2_02tb.jpg,12.0,2
2014_71060apr2_03ta.jpg,11.0,2
2014_71060apr2_03tb.jpg,11.0,2
2014_71060apr2_04ta.jpg,15.0,2
2014_71060apr2_04tb.jpg,15.0,2
2014_71060apr2_05ta.jpg,11.0,2
2014_71060apr2_05tb.jpg,11.0,2
2014_71060apr2_06ta.jpg,11.0,2
2014_71060apr2_06tb.jpg,11.0,2
2014_71061apr1_01ta.jpg,17.0,2
2014_71061apr1_01tb.jpg,17.0,2
2014_71061apr1_02ta.jpg,18.0,2
2014_71061apr1_02tb.jpg,18.0,2
2014_71061apr1_03ta.jpg,18.0,2
2014_71061apr1_03tb.jpg,18.0,2
2014_71061apr1_04ta.jpg,19.0,2
2014_71061apr1_04tb.jpg,19.0,2
2014_71061apr1_05ta.jpg,16.0,2
2014_71061apr1_05tb.jpg,16.0,2
2014_71061apr1_06ta.jpg,21.0,2
2014_71061apr1_06tb.jpg,21.0,2
2014_71061apr1_07ta.jpg,19.0,2
2014_71061apr1_07tb.jpg,19.0,2
2014_71061apr1_08ta.jpg,17.0,2
2014_71061apr1_08tb.jpg,17.0,2
2014_71061apr1_09ta.jpg,16.0,2
2014_71061apr1_09tb.jpg,16.0,2
2014_71061apr1_10ta.jpg,17.0,2
2014_71061apr1_10tb.jpg,17.0,2
2014_71061apr1_11ta.jpg,18.0,2
2014_71061apr1_11tb.jpg,18.0,2
